date,ticker,close,predicted_label,signal,cash,shares,equity,daily_return,buy_hold_equity,buy_hold_return
2024-12-16,AMZN,232.92999267578125,-1,sell,106380.66748721422,0.0,106380.66748721422,0.0,112060.99874522042,0.12060998745220422
2024-11-26,GOOGL,169.1199951171875,1,buy,0.0,590.6995256822134,99899.10089910091,-0.0010089910089908518,100000.0,0.0
2024-11-27,GOOGL,169.22999572753906,-1,sell,99863.11412925288,0.0,99863.11412925288,-0.00036023116849054034,100065.04293609715,0.0006504293609714659
2024-12-02,GOOGL,171.49000549316406,1,buy,0.0,581.7385770709077,99762.3517774754,-0.001009004702647872,101401.37798273606,0.014013779827360559
2024-12-04,GOOGL,174.3699951171875,1,buy,0.0,581.7385770709077,101437.75284333377,0.01679392111360238,103104.30472538869,0.03104304725388691
2024-12-05,GOOGL,172.63999938964844,1,buy,0.0,581.7385770709077,100431.34759045645,-0.009921407214448714,102081.3649326455,0.02081364932645505
2024-12-06,GOOGL,174.7100067138672,1,buy,0.0,581.7385770709077,101635.55070577383,0.01199031123457517,103305.35226943818,0.033053522694381825
2024-12-09,GOOGL,175.3699951171875,-1,sell,101916.47192898428,0.0,101916.47192898428,0.0027640055203094253,103695.60086355798,0.03695600863557978
2024-12-10,GOOGL,185.1699981689453,1,buy,0.0,549.8388468839368,101813.65827071357,-0.0010088031534524595,109490.30482210951,0.09490304822109509
2024-12-11,GOOGL,195.3999938964844,-1,sell,107330.0688178461,0.0,107330.0688178461,0.0541814393159794,115539.26178929157,0.15539261789291572
2024-12-12,GOOGL,191.9600067138672,1,buy,0.0,558.5634674971571,107221.84697087522,-0.0010083087448172834,113505.21065285821,0.13505210652858207
2024-12-13,GOOGL,189.82000732421875,-1,sell,105919.49496986004,0.0,105919.49496986004,-0.012146330601532572,112239.83727807447,0.12239837278074468
2024-12-16,GOOGL,196.6600036621093,1,buy,0.0,538.0488168269038,105812.68228757248,-0.0010084326999289218,116284.30069776115,0.1628430069776115
2024-11-26,META,573.5399780273438,1,buy,0.0,174.17983876677238,99899.1008991009,-0.0010089910089909973,100000.0,0.0
2024-11-29,META,574.3200073242188,1,buy,0.0,174.17983876677238,100034.96627626395,0.0013600260256623755,100136.00260256624,0.0013600260256623733
2024-12-03,META,613.6500244140625,1,buy,0.0,174.17983876677238,106885.46231166733,0.06848101509310801,106993.41770815609,0.06993417708156092
2024-12-04,META,613.780029296875,1,buy,0.0,174.17983876677238,106908.10654119452,0.00021185509270808217,107016.08480858378,0.0701608480858378
2024-12-05,META,608.9299926757812,-1,sell,105956.26461657493,0.0,105956.26461657493,-0.008903365286455753,106170.45297699375,0.06170452976993751
2024-12-06,META,623.77001953125,-1,sell,105956.26461657493,0.0,105956.26461657493,0.0,108757.89716990077,0.08757897169900768
2024-12-09,META,613.5700073242188,1,buy,0.0,172.51399830148688,105849.41520137356,-0.0010084294268775022,106979.4662674703,0.069794662674703
2024-12-10,META,619.3200073242188,1,buy,0.0,172.51399830148688,106841.37069160711,0.009371383756314595,107982.01189990845,0.07982011899908452
2024-12-12,META,630.7899780273438,-1,sell,108710.28109680612,0.0,108710.28109680612,0.017492385141646503,109981.86738384094,0.09981867383840945
2024-12-13,META,620.3499755859375,1,buy,0.0,175.06356845394154,108600.68041638973,-0.0010081905714032023,108161.59280118432,0.08161592801184321
2024-11-26,MSFT,427.989990234375,1,buy,0.0,233.41457318755135,99899.10089910091,-0.0010089910089908518,100000.0,0.0
2024-11-27,MSFT,422.989990234375,0,hold,0.0,233.41457318755135,98732.02803316315,-0.011682516213199145,98831.7483786801,-0.011682516213198978
2024-11-29,MSFT,423.4599914550781,1,buy,0.0,233.41457318755135,98841.7331674912,0.0011111402906785056,98941.56431630184,-0.010584356836981605
2024-12-02,MSFT,430.9800109863281,0,hold,0.0,233.41457318755135,100597.01531673997,0.01775851245216812,100698.61931824988,0.006986193182498828
2024-12-03,MSFT,431.2000122070313,1,buy,0.0,233.41457318755135,100648.36680777115,0.0005104673420925395,100750.02267480566,0.007500226748056594
2024-12-04,MSFT,437.4200134277344,-1,sell,101997.10553218967,0.0,101997.10553218967,0.013400502831749731,102203.3279769453,0.022033279769452928
2024-12-05,MSFT,442.6199951171875,1,buy,0.0,230.20697764431415,101894.21132086882,-0.0010087954043791372,103418.30538485278,0.03418305384852778
2024-12-06,MSFT,443.5700073242188,-1,sell,102009.79784901493,0.0,102009.79784901493,0.0011343777693328878,103640.27604508038,0.03640276045080376
2024-12-09,MSFT,446.0199890136719,1,buy,0.0,228.4805467652104,101906.89095805689,-0.001008794185734503,104212.7150612619,0.042127150612619006
2024-12-10,MSFT,443.3299865722656,1,buy,0.0,228.4805467652104,101292.27772944463,-0.0060311253030496574,103584.19511855644,0.035841951185564394
2024-12-11,MSFT,448.989990234375,1,buy,0.0,228.4805467652104,102585.47846085648,0.012767021932965503,104906.65680954361,0.04906656809543609
2024-12-12,MSFT,449.55999755859375,-1,sell,102611.9983319082,0.0,102611.9983319082,0.0002585148643804734,105039.83920568017,0.050398392056801675
2024-12-13,MSFT,447.2699890136719,1,buy,0.0,229.18705113240387,102508.48984206613,-0.0010087367123214283,104504.77796659188,0.04504777966591879
2024-12-16,MSFT,451.5899963378906,1,buy,0.0,229.18705113240387,103498.57958157422,0.009658612091871657,105514.14907871837,0.05514149078718372
2024-11-26,NVDA,136.9199981689453,1,buy,0.0,729.6165807410807,99899.10089910091,-0.0010089910089908518,100000.0,0.0
2024-11-27,NVDA,135.33999633789062,1,buy,0.0,729.6165807410807,98746.30536556215,-0.011539598686709921,98846.040131329,-0.011539598686709942
2024-11-29,NVDA,138.25,1,buy,0.0,729.6165807410807,100869.49228745441,0.021501431512117402,100971.37149345678,0.009713714934567833
2024-12-02,NVDA,138.6300048828125,-1,sell,101044.60340056628,0.0,101044.60340056628,0.0017360166006669413,101248.90938996158,0.012489093899615836
2024-12-03,NVDA,140.25999450683594,1,buy,0.0,719.6824803447911,100942.66073982646,-0.0010088877318434669,102439.3780182274,0.024393780182274057
2024-12-04,NVDA,145.13999938964844,-1,sell,104349.26004322567,0.0,104349.26004322567,0.03374786515861231,106003.50666858796,0.06003506668587957
2024-12-05,NVDA,145.05999755859375,1,buy,0.0,718.6268977089389,104244.01602719848,-0.0010085746270131492,105945.0770512022,0.05945077051202199
2024-12-06,NVDA,142.44000244140625,-1,sell,102257.85584705733,0.0,102257.85584705733,-0.019052989858170208,104031.5544451365,0.04031554445136499
2024-12-09,NVDA,138.80999755859375,1,buy,0.0,735.9318704893026,102154.70114591143,-0.0010087704293368746,101380.36767084702,0.013803676708470157
2024-12-10,NVDA,135.07000732421875,1,buy,0.0,735.9318704893026,99402.32313711611,-0.026943233917976955,98648.85271000087,-0.013511472899991349
2024-12-11,NVDA,139.30999755859375,1,buy,0.0,735.9318704893026,102522.66708115608,0.031391056522247954,101745.54442127541,0.017455444212754082
2024-12-12,NVDA,137.33999633789062,1,buy,0.0,735.9318704893026,101072.88039793781,-0.014141133122011191,100306.74713304266,0.0030674713304266335
2024-12-13,NVDA,134.25,1,buy,0.0,735.9318704893026,98798.85361318887,-0.022498881755380763,98049.95749002945,-0.01950042509970546
2024-12-16,NVDA,132.0,1,buy,0.0,735.9318704893026,97143.00690458794,-0.016759776536312873,96406.6621131016,-0.035933378868984
2024-11-25,TSLA,338.5899963378906,1,buy,0.0,295.04445488521804,99899.10089910091,-0.0010089910089908518,100000.0,0.0
2024-11-27,TSLA,332.8900146484375,-1,sell,98118.1355557718,0.0,98118.1355557718,-0.017827641363138014,98316.55342712344,-0.016834465728765645
2024-12-02,TSLA,357.0899963378906,-1,sell,98118.1355557718,0.0,98118.1355557718,0.0,105463.83537614568,0.05463835376145682
2024-12-03,TSLA,351.4200134277344,1,buy,0.0,278.9229773320495,98019.1164393325,-0.0010091826131675696,103789.24871632658,0.03789248716326576
2024-12-04,TSLA,357.92999267578125,-1,sell,99734.06433433402,0.0,99734.06433433402,0.017496055435910405,105711.92195489159,0.05711921954891586
2024-12-05,TSLA,369.489990234375,-1,sell,99734.06433433402,0.0,99734.06433433402,0.0,109126.07998779982,0.09126079987799822
2024-12-06,TSLA,389.2200012207031,-1,sell,99734.06433433402,0.0,99734.06433433402,0.0,114953.18982557507,0.14953189825575072
2024-12-09,TSLA,389.7900085449219,-1,sell,99734.06433433402,0.0,99734.06433433402,0.0,115121.53718680365,0.15121537186803646
2024-12-10,TSLA,400.989990234375,1,buy,0.0,248.46862348158808,99633.4309034306,-0.001009017646829921,118429.36724988569,0.1842936724988569
2024-12-11,TSLA,424.7699890136719,-1,sell,105435.47245204983,0.0,105435.47245204983,0.05823388290465308,125452.61041610315,0.25452610416103155
2024-12-12,TSLA,418.1000061035156,1,buy,0.0,251.92332401608024,105329.1433087411,-0.001008475998028893,123482.68130351945,0.2348268130351945
2024-12-13,TSLA,436.2300109863281,-1,sell,109785.61788884374,0.0,109785.61788884374,0.042309986012511396,128837.24141424402,0.28837241414244025
2024-12-16,TSLA,463.0199890136719,1,buy,0.0,236.8687001602849,109674.94294589786,-0.0010081005606576224,136749.4592343503,0.367494592343503
